llparte,CodAcc2,aaaa,mes,dia,dia_mes,hora,horarecode,Ncod_canton,Ncod_distrito,NX_WGS84,NY_WGS84,lugar_hechos,Total_Involucrados,dano_ileso_sum,dano_leve_sum,dano_grave_sum,dano_muerto_sum
2015-237400095,Atropello a persona,2015,Abril,Miércoles,29,10,06:00-11:59,Heredia,Heredia,-84.11771389,9.998044445,Heredia-Heredia-Heredia FRENTE A MIRAFLORES,2,1,1,0,0
2015-246000105,Atropello a persona,2015,Abril,Martes,28,7,06:00-11:59,Heredia,Mercedes,-84.12567167,9.999906666,Heredia-Heredia-Mercedes DE LA IGLESIA DE CUBUJUQUI 50 METROS AL NORTE,2,1,1,0,0
2015-96000114,Atropello a persona,2015,Abril,Jueves,9,20,18:00-23:59,Heredia,Heredia,-84.10987333,9.997306667,Heredia-Heredia-Heredia Esquina Nor-Este Colegio Maria Auxiliadora,2,1,1,0,0
4000-220252,Atropello a persona,2015,Abril,Martes,14,13,12:00-17:59,Heredia,Heredia,-84.114179,9.996925,AV 4 CALL 5,3,1,2,0,0
2015-213200174,Atropello a persona,2015,Agosto,Viernes,7,21,18:00-23:59,Heredia,Heredia,-84.11597167,10.00440833,Heredia-Heredia-Heredia 300 metros norte de la escuela CLETO GONZALEZ VIQUEZ,5,1,2,2,0
2015-222600189,Atropello a persona,2015,Agosto,Viernes,7,15,12:00-17:59,Heredia,Heredia,-84.120366,9.997475,Heredia-Heredia-Heredia Fte a Safi Sport,2,1,1,0,0
2015-252800211,Atropello a persona,2015,Agosto,Lunes,10,14,12:00-17:59,Heredia,Heredia,-84.12352333,9.99356,Heredia-Heredia-Heredia del colegio manuel benavides 50 norte,2,1,1,0,0
2015-314800114,Atropello a persona,2015,Agosto,Lunes,3,9,06:00-11:59,Heredia,San Francisco,-84.11842,9.979691667,Heredia-Heredia-San Francisco Costado oeste de clinica de guarari.,2,1,1,0,0
2015-10000414,Atropello a persona,2015,Diciembre,Miércoles,30,9,06:00-11:59,Heredia,Heredia,-84.11573833,9.996193333,Heredia-Heredia-Heredia AV 6 CALLE 1 HEREDIA FRENTE A B C R,2,1,1,0,0
2015-222600263,Atropello a persona,2015,Diciembre,Lunes,7,19,18:00-23:59,Heredia,Mercedes,-84.12718167,10.00390667,Heredia-Heredia-Mercedes Fte a Supermercado AMPM,2,1,1,0,0
2015-233100420,Atropello a persona,2015,Diciembre,Sábado,26,14,12:00-17:59,Heredia,San Francisco,-84.11561574,9.985940768,Heredia-Heredia-Ulloa del rey 300mts este,2,1,1,0,0
2015-233900176,Atropello a persona,2015,Diciembre,Viernes,18,18,18:00-23:59,Heredia,Heredia,-84.11923698,9.995683825,Heredia-Heredia-Heredia AVENIDA 8 CALLE 6,4,2,2,0,0
2015-236400388,Atropello a persona,2015,Diciembre,Sábado,12,8,06:00-11:59,Heredia,San Francisco,-84.11165167,9.976478333,Heredia-Heredia-San Francisco Ruta 3 frente a Centro Comercial Heredia 2000 loc,1,0,0,0,1
2015-236400403,Atropello a persona,2015,Diciembre,Jueves,17,17,12:00-17:59,Heredia,Mercedes,-84.13650333,9.998245,Heredia-Heredia-Mercedes Mercedes Sur de la iglesia católica 300 al sur y 40 al,2,1,1,0,0
2015-314800236,Atropello a persona,2015,Diciembre,Jueves,3,14,12:00-17:59,Heredia,Heredia,-84.12346,9.995016667,Heredia-Heredia-Heredia frente a vedova y obando,2,1,1,0,0
2015-314800264,Atropello a persona,2015,Diciembre,Jueves,24,21,18:00-23:59,Heredia,Heredia,-84.12323,9.990993334,Heredia-Heredia-Heredia hospital san vicente de paul,2,1,1,0,0
2015-315300333,Atropello a persona,2015,Diciembre,Miércoles,9,15,12:00-17:59,Heredia,San Francisco,-84.11146,9.990325,Heredia-Heredia-San Francisco FRENTE LA ANTIGUA FOSFORERA,2,0,2,0,0
2015-316900389,Atropello a persona,2015,Diciembre,Jueves,10,19,18:00-23:59,Heredia,Heredia,-84.11564833,9.997933334,Heredia-Heredia-Heredia FRENTE A TRIBUNALES,2,1,1,0,0
2015-316900391,Atropello a persona,2015,Diciembre,Martes,15,14,12:00-17:59,Heredia,Heredia,-84.11947833,9.995786666,Heredia-Heredia-Heredia DIAGONAL A MAS X MENOS,2,1,1,0,0
2015-233100004,Atropello a persona,2015,Enero,Miércoles,7,7,06:00-11:59,Heredia,Heredia,-84.11756111,9.995502778,Heredia-Heredia-Heredia cosTADO sureste del mercado viejo de heredia,2,1,1,0,0
2015-234800021,Atropello a persona,2015,Enero,Sábado,17,17,12:00-17:59,Heredia,Heredia,-84.11843056,9.996425,Heredia-Heredia-Heredia FRENTE A MUEBLERIA ROJAS,1,0,1,0,0
2015-235400016,Atropello a persona,2015,Enero,Martes,20,21,18:00-23:59,Heredia,Ulloa,-84.14906944,9.973769445,Heredia-Heredia-Ulloa Ruta 1 sentido 2 1 de los Arcos 400 este,2,0,2,0,0
2015-236400017,Atropello a persona,2015,Enero,Martes,27,18,18:00-23:59,Heredia,Heredia,-84.11416944,10.00109167,Heredia-Heredia-Heredia Cruce entre calle 5 y avenida 5.,2,1,0,1,0
2015-238400009,Atropello a persona,2015,Enero,Jueves,8,19,18:00-23:59,Heredia,Heredia,-84.12082667,9.998308334,Heredia-Heredia-Heredia De Escuela Moya;50 metros este,2,0,2,0,0
2015-246000008,Atropello a persona,2015,Enero,Miércoles,14,13,12:00-17:59,Heredia,Heredia,-84.11938667,9.997221667,Heredia-Heredia-Heredia ESQUINA SUROESTE DE RELORJEIA ELOGA,2,1,1,0,0
2015-249500012,Atropello a persona,2015,Enero,Martes,20,22,18:00-23:59,Heredia,Heredia,-84.12278833,9.997338333,Heredia-Heredia-Heredia COSTADO ESTE DE LA ESCUELA MOYA,2,1,1,0,0
2015-316900014,Atropello a persona,2015,Enero,Miércoles,14,18,18:00-23:59,Heredia,San Francisco,-84.11421333,9.986546666,Heredia-Heredia-San Francisco FRENTE A EL REY,2,1,1,0,0
2015-64200004,Atropello a persona,2015,Enero,Lunes,19,15,12:00-17:59,Heredia,Ulloa,-84.13948167,9.987938333,Heredia-Heredia-Ulloa Delegación de Transito de Heredia,2,1,0,1,0
2015-96000021,Atropello a persona,2015,Enero,Viernes,16,17,12:00-17:59,Heredia,Ulloa,-84.11701833,9.966411667,Heredia-Heredia-Ulloa Amazon 50 Oeste,2,1,1,0,0
2015-96700014,Atropello a persona,2015,Enero,Domingo,25,19,18:00-23:59,Heredia,Ulloa,-84.11534444,9.965769445,Heredia-Heredia-Ulloa cruze de jardines del recuerdo frente a A y A,2,1,1,0,0
2015-233100039,Atropello a persona,2015,Febrero,Lunes,2,16,12:00-17:59,Heredia,Heredia,-84.11887222,9.997313889,Heredia-Heredia-Heredia costado norte del GruponMutual Alajuela,2,1,1,0,0
2015-238400057,Atropello a persona,2015,Febrero,Miércoles,11,7,06:00-11:59,Heredia,Heredia,-84.11776,9.997176666,Heredia-Heredia-Heredia Avenida 4/ calle 2. Diagonal a Penny Lane.,2,1,1,0,0
2015-249500017,Atropello a persona,2015,Febrero,Domingo,1,22,18:00-23:59,Heredia,San Francisco,-84.13418667,9.99186,Heredia-Heredia-San Francisco 50M ESTE DE BAR LA DEPORTIVA,4,2,0,2,0
2015-252800024,Atropello a persona,2015,Febrero,Martes,10,8,06:00-11:59,Heredia,San Francisco,-84.14979444,9.990769444,"Heredia-Heredia-Heredia aurora , frenteval ebais de la aurora,Nota: la boleta se",1,0,1,0,0
2015-253000039,Atropello a persona,2015,Febrero,Miércoles,25,16,12:00-17:59,Heredia,Heredia,-84.12177778,9.992119445,Heredia-Heredia-Heredia HOSPITAL SAN VICENTE DE PAUL,1,0,1,0,0
2015-315300029,Atropello a persona,2015,Febrero,Viernes,6,11,06:00-11:59,Heredia,Heredia,-84.11318,9.996036667,Heredia-Heredia-Heredia DEL KFC 100 MTS AL OESTE,2,1,1,0,0
2015-316900061,Atropello a persona,2015,Febrero,Lunes,16,6,06:00-11:59,Heredia,Heredia,-84.10932778,9.997708333,Heredia-Heredia-San Francisco DE TORRE LOBO 50 MTRS NORTE,2,1,1,0,0
2015-43900064,Atropello a persona,2015,Febrero,Sábado,21,21,18:00-23:59,Heredia,San Francisco,-84.12704722,9.996033333,Heredia-Heredia-San Francisco RUTA 3 FRENTE A LA MAZDA,1,0,1,0,0
2015-57300022,Atropello a persona,2015,Febrero,Lunes,2,22,18:00-23:59,Heredia,Heredia,-84.11917333,10.00092667,Heredia-Heredia-Heredia De la Cruz Roja 300 al Oeste,2,1,1,0,0
2015-92000012,Atropello a persona,2015,Febrero,Martes,10,16,12:00-17:59,Heredia,Heredia,-84.114175,9.999383333,Heredia-Heredia-Heredia CALLE 7 AV 3 GIMNACIO COLEGIO HEREIA 100 MTS ESTE,2,1,1,0,0
2015-92000017,Atropello a persona,2015,Febrero,Jueves,12,14,12:00-17:59,Heredia,Ulloa,-84.13795615,9.977341815,Heredia-Heredia-Ulloa DE LA BOMBA QUEMADA 800 MTS NORTE,3,1,2,0,0
2015-96700030,Atropello a persona,2015,Febrero,Miércoles,4,13,12:00-17:59,Heredia,San Francisco,-84.12510556,9.992441667,Heredia-Heredia-Heredia diagonal al colegio Manuel Benavides,2,1,1,0,0
2015-237400157,Atropello a persona,2015,Julio,Miércoles,1,17,12:00-17:59,Heredia,Ulloa,-84.12852752,9.968719995,Heredia-Heredia-San Francisco RUTA 106 FRENTE A CAMPUS DE LA UNA,2,0,0,2,0
2015-241600196,Atropello a persona,2015,Julio,Miércoles,1,12,12:00-17:59,Heredia,Heredia,-84.12149167,10.00058333,Heredia-Heredia-Heredia HEREDIA,1,0,1,0,0
2015-241600208,Atropello a persona,2015,Julio,Lunes,6,20,18:00-23:59,Heredia,Mercedes,-84.12666667,10.00963,Heredia-Heredia-Mercedes 400MTS ESTE DEL CLARETIANO FRENTE A LICORERA  TOTI,2,1,1,0,0
2015-244100184,Atropello a persona,2015,Julio,Miércoles,8,14,12:00-17:59,Heredia,Heredia,-84.12176367,9.997635485,Heredia-Heredia-Heredia DEL HOSPITAL VIEJO 100M SUR,2,1,1,0,0
2015-246000181,Atropello a persona,2015,Julio,Lunes,6,10,06:00-11:59,Heredia,Heredia,-84.11926,9.999178333,Heredia-Heredia-Heredia ESQUINA DE LA HEOADERIA DIAZ,4,3,1,0,0
2015-252800172,Atropello a persona,2015,Julio,Lunes,6,14,12:00-17:59,Heredia,Heredia,-84.110375,9.99377,Heredia-Heredia-Heredia costado oeste de la plaza la puebla,2,1,1,0,0
2015-252800202,Atropello a persona,2015,Julio,Lunes,27,12,12:00-17:59,Heredia,Heredia,-84.12179667,9.996753333,Heredia-Heredia-Heredia frente a farmacia florence,2,1,1,0,0
2015-314800083,Atropello a persona,2015,Julio,Jueves,2,19,18:00-23:59,Heredia,Heredia,-84.11869259,9.993062688,Heredia-Heredia-Heredia entrada urb bernado benavidez del bar la cascada 75 mts,1,0,1,0,0
2015-315300203,Atropello a persona,2015,Julio,Miércoles,1,19,18:00-23:59,Heredia,San Francisco,-84.146275,9.993443333,Heredia-Heredia-San Francisco ENTRADA DE LA GRAN SAMARIA,3,1,2,0,0
2015-96700157,Atropello a persona,2015,Julio,Jueves,9,12,12:00-17:59,Heredia,San Francisco,-84.11130974,9.977528685,Heredia-Heredia-San Francisco frente a Pequeño mundo ruta 3 ---,2,1,0,1,0
2015-96700162,Atropello a persona,2015,Julio,Miércoles,15,18,18:00-23:59,Heredia,Heredia,-84.122405,10.00041,Heredia-Heredia-Heredia 50 mts norte de la Clinica Francisco Bolaños,2,1,1,0,0
2015-10000221,Atropello a persona,2015,Junio,Viernes,19,15,12:00-17:59,Heredia,Heredia,-84.124785,9.996866667,Heredia-Heredia-Heredia COSTADO NORTE BOMBA  CASAQUE,2,1,1,0,0
2015-213200099,Atropello a persona,2015,Junio,Lunes,1,6,06:00-11:59,Heredia,Ulloa,-84.128018,9.968656,Heredia-Heredia-Ulloa Lagunilla frente entrada UNA Veterinaria y deportes,2,1,1,0,0
2015-241600160,Atropello a persona,2015,Junio,Martes,2,12,12:00-17:59,Heredia,Ulloa,-84.16243,9.981033333,Heredia-Heredia-Ulloa FRENTE A EPA SOBRE PUENTE J ORLICH,2,1,0,1,0
2015-252800140,Atropello a persona,2015,Junio,Domingo,7,17,12:00-17:59,Heredia,San Francisco,-84.12734667,9.99491,Heredia-Heredia-San Francisco detrás del warmart 125 este,2,1,1,0,0
2015-314800062,Atropello a persona,2015,Junio,Sábado,13,19,18:00-23:59,Heredia,San Francisco,-84.14612167,9.999501667,Heredia-Heredia-San Francisco 100 mts oeste de automercado,2,1,1,0,0
2015-314800065,Atropello a persona,2015,Junio,Jueves,18,17,12:00-17:59,Heredia,Heredia,-84.116994,9.998839,Heredia-Heredia-Heredia frente al fortin,2,1,1,0,0
2015-314800066,Atropello a persona,2015,Junio,Jueves,18,19,18:00-23:59,Heredia,Heredia,-84.11697167,9.998885,Heredia-Heredia-Heredia frente al fortin,3,2,1,0,0
2015-316900193,Atropello a persona,2015,Junio,Lunes,1,7,06:00-11:59,Heredia,San Francisco,-84.114306,9.980454001,Heredia-Heredia-San Francisco DEL PALI DE LA MILPA 200 MTRS NORTE,2,1,1,0,0
2015-75800074,Atropello a persona,2015,Junio,Martes,9,8,06:00-11:59,Heredia,Heredia,-84.122673,9.994208001,Heredia-Heredia-Heredia frente bar ranchito,2,1,1,0,0
2015-75800088,Atropello a persona,2015,Junio,Lunes,22,13,12:00-17:59,Heredia,Heredia,-84.116844,10.003,Heredia-Heredia-Heredia 25 norte colegio vocacional,2,1,1,0,0
4000-147921,Atropello a persona,2014,Junio,Miércoles,4,11,06:00-11:59,Heredia,Heredia,-84.11146,9.99058,RUTA 3 FRENTE CASITA DEL CHICHARRON SEMAFORO PEATONAL,2,1,0,0,1
4000-153583,Atropello a persona,2014,Junio,Jueves,19,14,12:00-17:59,Heredia,Ulloa,-84.133323,9.986123,ENTRADA A IMAS SAN FRANCISCO,2,1,1,0,0
2015-222600066,Atropello a persona,2015,Marzo,Domingo,1,16,12:00-17:59,Heredia,San Francisco,-84.11367831,9.982995557,"Heredia-Heredia-San Francisco La Milpa, 200 Este Escuela, fte Carnes don Amado.",2,1,1,0,0
2015-222600086,Atropello a persona,2015,Marzo,Martes,17,18,18:00-23:59,Heredia,Ulloa,-84.14867169,9.988711042,Heredia-Heredia-San Francisco La Aurora 300 Sur Tanques fte Iglesia Cristiana,2,1,1,0,0
2015-233100107,Atropello a persona,2015,Marzo,Miércoles,25,13,12:00-17:59,Heredia,Ulloa,-84.13756667,9.989955556,Heredia-Heredia-Ulloa de la iglesia de santa cecilia 100 este,2,1,1,0,0
2015-236400079,Atropello a persona,2015,Marzo,Sábado,21,20,18:00-23:59,Heredia,San Francisco,-84.11853056,9.976152778,"Heredia-Heredia-San Francisco La Milpa, 300 al sur de la escuela.",2,1,0,0,1
4000-100554,Atropello a persona,2014,Marzo,Viernes,21,19,18:00-23:59,Heredia,Ulloa,-84.15184732,9.9813164,FRENTE A AM PM,1,0,1,0,0
2015-213200075,Atropello a persona,2015,Mayo,Lunes,18,9,06:00-11:59,Heredia,Heredia,-84.12161333,9.996756667,Heredia-Heredia-Heredia esquina sureste de las bodegas del banco nacional,3,1,2,0,0
2015-241600128,Atropello a persona,2015,Mayo,Martes,12,16,12:00-17:59,Heredia,Heredia,-84.11885955,9.998198538,Heredia-Heredia-Heredia FRENTE A  COOPENAE,1,0,1,0,0
2015-241600129,Atropello a persona,2015,Mayo,Viernes,15,15,12:00-17:59,Heredia,Ulloa,-84.13042667,9.986618333,Heredia-Heredia-Ulloa FRENTE A CEVICHERA EL CABALLITO DE MAR,2,1,1,0,0
2015-246000129,Atropello a persona,2015,Mayo,Martes,19,18,18:00-23:59,Heredia,Ulloa,-84.11333167,9.967206667,Heredia-Heredia-Ulloa COSTADO ESTE DE AUTOS XIRI PEUGEOT,2,0,2,0,0
2015-57800013,Atropello a persona,2015,Mayo,Jueves,28,22,18:00-23:59,Heredia,San Francisco,-84.156969,9.990079999,Heredia-Heredia-San Francisco LA AURORA GLOBAL PARK FRENTE EDIFICIO SYKES,2,1,1,0,0
2015-75800045,Atropello a persona,2015,Mayo,Lunes,18,16,12:00-17:59,Heredia,Ulloa,-84.129528,9.988218,Heredia-Heredia-San Francisco frente mas x menos,2,1,1,0,0
4000-214737,Atropello a persona,2015,Mayo,Domingo,10,16,12:00-17:59,Heredia,Ulloa,-84.15987875,9.979531885,FRENTE A CONDUCCION DEL HOTEL HERRADURA,2,1,1,0,0
2015-222600243,Atropello a persona,2015,Noviembre,Viernes,13,22,18:00-23:59,Heredia,San Francisco,-84.11136616,9.97735469,"Heredia-Heredia-San Francisco Ruta 3, fte a Pequeño Mundo.",3,0,0,3,0
2015-222600244,Atropello a persona,2015,Noviembre,Lunes,16,19,18:00-23:59,Heredia,Heredia,-84.11249894,9.99758434,Heredia-Heredia-Heredia Esquina Sur-Oeste U.N.A.,2,1,1,0,0
2015-241600360,Atropello a persona,2015,Noviembre,Sábado,14,17,12:00-17:59,Heredia,Heredia,-84.11758833,9.994816666,Heredia-Heredia-Heredia 200MTS NORTE DE CEMENTERIO DE HEREDIA,2,1,1,0,0
2015-246000349,Atropello a persona,2015,Noviembre,Domingo,15,16,12:00-17:59,Heredia,Ulloa,-84.11064833,9.962495,Heredia-Heredia-Ulloa FRENTE A LA ENTRADA DEL POLITECNICO,2,1,1,0,0
2015-252800298,Atropello a persona,2015,Noviembre,Viernes,6,7,06:00-11:59,Heredia,Heredia,-84.11608333,9.994943333,Heredia-Heredia-Heredia 25 oeste de Tigo,3,1,2,0,0
2015-252800303,Atropello a persona,2015,Noviembre,Sábado,14,14,12:00-17:59,Heredia,San Francisco,-84.11454833,9.986341667,Heredia-Heredia-San Francisco frente al Alamacnes el Rey,2,1,1,0,0
2015-96000376,Atropello a persona,2015,Noviembre,Jueves,19,18,18:00-23:59,Heredia,San Francisco,-84.11225167,9.98617,Heredia-Heredia-San Francisco Parqueo Mall Paseo de las Flores,2,1,1,0,0
2015-10000291,Atropello a persona,2015,Octubre,Lunes,5,21,18:00-23:59,Heredia,San Francisco,-84.10916,9.982908333,Heredia-Heredia-San Francisco RUTA 3 PRICE SMART,1,0,1,0,0
2015-233100342,Atropello a persona,2015,Octubre,Jueves,29,19,18:00-23:59,Heredia,Mercedes,-84.1316652,9.997148028,Heredia-Heredia-San Francisco de la escuela san fransisco 100mts norte y 25mts,2,1,1,0,0
2015-233100343,Atropello a persona,2015,Octubre,Viernes,30,10,06:00-11:59,Heredia,Heredia,-84.11244999,10.00019832,Heredia-Heredia-Heredia costado oeste de la UNA o de la musmani 25 sur,2,1,1,0,0
2015-238800181,Atropello a persona,2015,Octubre,Sábado,17,23,18:00-23:59,Heredia,Ulloa,-84.11787333,9.966758333,Heredia-Heredia-Ulloa LAGUNILLA FRENTE A RESTAURANTE EL SAPO DISCRETO,2,1,0,1,0
2015-244100279,Atropello a persona,2015,Octubre,Martes,13,16,12:00-17:59,Heredia,Heredia,-84.117835,10.00063833,Heredia-Heredia-Heredia AVENIDA 3 CALLE 2,2,1,1,0,0
2015-246000294,Atropello a persona,2015,Octubre,Miércoles,7,16,12:00-17:59,Heredia,San Francisco,-84.14902667,9.989238334,Heredia-Heredia-San Francisco DE LA REGIONAL DE LA FUERZA PUBLICA 200 METROS AL,2,1,0,1,0
2015-246000319,Atropello a persona,2015,Octubre,Martes,27,8,06:00-11:59,Heredia,San Francisco,-84.14865,10.00010833,Heredia-Heredia-San Francisco EN EL SEMAFORO PEATONAL DE LA CLINICA GORGE VOLIO,2,1,1,0,0
2015-43500120,Atropello a persona,2015,Octubre,Sábado,10,22,18:00-23:59,Heredia,San Francisco,-84.110786,9.979006,Heredia-Heredia-San Francisco FRENTE COMPAÑÍA INERNACIONAL DE CHOCOLATES,2,1,1,0,0
2015-96000317,Atropello a persona,2015,Octubre,Martes,6,21,18:00-23:59,Heredia,San Francisco,-84.11065667,9.986486666,Heredia-Heredia-San Francisco Esquina Nor Este Mall Paseo de las Flores,2,1,1,0,0
2015-10000278,Atropello a persona,2015,Setiembre,Sábado,26,19,18:00-23:59,Heredia,Ulloa,-84.13968167,9.987896667,Heredia-Heredia-Ulloa 100 OESTE 50 SUR BAR LA DEPORTIVA SN FCO,2,1,0,1,0
2015-202300244,Atropello a persona,2015,Setiembre,Miércoles,9,8,06:00-11:59,Heredia,Ulloa,-84.13893,9.969661667,Heredia-Heredia-Ulloa,3,1,2,0,0
2015-222600228,Atropello a persona,2015,Setiembre,Martes,29,16,12:00-17:59,Heredia,Heredia,-84.11392833,9.995243334,Heredia-Heredia-Heredia 25 Oeste Deposito San Lorenzo,2,1,1,0,0
2015-236400269,Atropello a persona,2015,Setiembre,Jueves,24,16,12:00-17:59,Heredia,Ulloa,-84.123465,9.967965,Heredia-Heredia-Ulloa Ruta 106 frente a Resistencial Real Santamaria.,2,1,1,0,0
2015-236400279,Atropello a persona,2015,Setiembre,Miércoles,30,9,06:00-11:59,Heredia,Heredia,-84.11476333,9.996225,Heredia-Heredia-Heredia Avenida 6 entre calle 3-5 frente a Tienda Moda Angelica,2,1,1,0,0
2015-237400209,Atropello a persona,2015,Setiembre,Martes,8,18,18:00-23:59,Heredia,Ulloa,-84.14612,9.97902,Heredia-Heredia-Heredia 50 OESTE DE PLAZA METRO RUTA 106,2,1,0,1,0
2015-249500142,Atropello a persona,2015,Setiembre,Jueves,3,0,00:00-05:59,Heredia,Heredia,-84.121717,9.992079001,Heredia-Heredia-Heredia HOSPITAL SAN VICENTE DE PAUL,1,0,0,1,0
2015-316900299,Atropello a persona,2015,Setiembre,Jueves,3,16,12:00-17:59,Heredia,Mercedes,-84.11832667,10.00843333,Heredia-Heredia-Mercedes 300 MTRS ESTE Y 50 MTRS SUR DE CAFÉ BRITT,2,0,2,0,0
4000-220535,Atropello a persona,2015,Setiembre,Jueves,3,9,06:00-11:59,Heredia,Heredia,-84.1209,9.99757,AV 4 CALL 10,2,1,1,0,0
2015-57800069,Caída de algún ocupante,2015,Agosto,Martes,4,0,00:00-05:59,Heredia,Heredia,-84.11247,9.996349,Heredia-Heredia-Heredia COSTADO OESTE MC DONALDS,2,1,1,0,0
2015-315300062,Caída de algún ocupante,2015,Febrero,Sábado,28,15,12:00-17:59,Heredia,Heredia,-84.11735333,9.99485,Heredia-Heredia-Heredia COSTADO SUR DEL MERCADO FLORENCE NUEVO,1,0,1,0,0
2015-242600220,Caída de algún ocupante,2015,Julio,Domingo,26,13,12:00-17:59,Heredia,Ulloa,-84.13177167,9.967446667,Heredia-Heredia-Ulloa SALIENDO PUENTE VIRILLA,2,1,1,0,0
4000-210958,Caída de algún ocupante,2015,Julio,Martes,21,10,06:00-11:59,Heredia,Ulloa,-84.1582,9.97853,HEREDIA ULLOA RUTA 1 SENTIDO 1-2 KM 8 50E CASTELLA,1,0,0,1,0
2014-81400073,Caída de algún ocupante,2014,Octubre,Jueves,30,19,18:00-23:59,Heredia,Ulloa,-84.1369288,9.968598717,San José-San José-Uruca RUTA 1 DEBAJO DEL PUENTE CASTELLA,1,0,1,0,0
2015-10000270,Caída de algún ocupante,2015,Setiembre,Martes,22,18,18:00-23:59,Heredia,Heredia,-84.11752667,9.997013333,Heredia-Heredia-Heredia AV 4 CALLE 0 Y 2,1,0,1,0,0
2014-242500061,Colisión con bicicleta,2014,Abril,Domingo,13,6,06:00-11:59,Heredia,Ulloa,-84.15317006,9.97581303,Heredia-Heredia-Ulloa ENTRADA A RUTA 11KM SUR DE REAL CARIARI,2,1,1,0,0
2014-238200143,Colisión con bicicleta,2014,Agosto,Martes,19,18,18:00-23:59,Heredia,Mercedes,-84.12592833,9.999006671,Heredia-Heredia-Mercedes CUBUJUQUI 400M OESTE DE ESTACION DE BOMBEROS DIAGONAL,2,1,1,0,0
2014-242400128,Colisión con bicicleta,2014,Agosto,Miércoles,20,5,00:00-05:59,Heredia,San Francisco,-84.11021667,9.980273334,Heredia-Heredia-San Francisco FRENTE A BUSETAS HEREDIANAS RUTA3,2,1,1,0,0
2014-233100266,Colisión con bicicleta,2014,Diciembre,Lunes,22,18,18:00-23:59,Heredia,Mercedes,-84.13604,10.00008,Heredia-Heredia-Mercedes MERCEDEZ SUR COSTADO NOROESTE DE LA IGLESIA CATOLICA,2,1,1,0,0
2014-246000399,Colisión con bicicleta,2014,Diciembre,Miércoles,31,10,06:00-11:59,Heredia,Heredia,-84.11421,10.001985,Heredia-Heredia-Heredia ESQUINA SURESTE DE LA ESCUELA CLETO GONZALEZ VIQUEZ,2,1,1,0,0
2014-252800269,Colisión con bicicleta,2014,Diciembre,Lunes,15,7,06:00-11:59,Heredia,Heredia,-84.11251167,9.994601668,Heredia-Heredia-Heredia cruce de puente de pirro,2,1,1,0,0
2014-233100006,Colisión con bicicleta,2014,Enero,Sábado,11,23,18:00-23:59,Heredia,Heredia,-84.11659033,9.993811255,Heredia-Heredia-Heredia del registro civil de heredia 50mts oeste,2,1,1,0,0
2014-233900003,Colisión con bicicleta,2014,Enero,Domingo,5,9,06:00-11:59,Heredia,Heredia,-84.116655,10.00042167,Heredia-Heredia-Heredia AVENIDA :3 CALLE  0 CRUCE DE LA CRUZ ROJA,2,1,1,0,0
2014-249500020,Colisión con bicicleta,2014,Enero,Miércoles,22,7,06:00-11:59,Heredia,San Francisco,-84.11856833,9.978353334,Heredia-Heredia-San Francisco ESQUINA SUROESTE DEL EBAIS DE GUARARI,2,1,1,0,0
2014-10000046,Colisión con bicicleta,2014,Febrero,Miércoles,12,6,06:00-11:59,Heredia,San Francisco,-84.13778,9.99705,100 ESTE  QUIROPRACTICO RUTA 3,2,1,0,1,0
2014-213200055,Colisión con bicicleta,2014,Febrero,Viernes,14,17,12:00-17:59,Heredia,San Francisco,-84.11333833,9.972824998,Heredia-Heredia-San Francisco entrada a los LAGOS frente al liceo,2,1,1,0,0
2014-213200066,Colisión con bicicleta,2014,Febrero,Lunes,24,19,18:00-23:59,Heredia,Heredia,-84.12399333,9.995128338,50 metros oeste de la esquina suroeste del antiguo hospi,2,1,1,0,0
2014-96700071,Colisión con bicicleta,2014,Marzo,Lunes,31,6,06:00-11:59,Heredia,Heredia,-84.11681335,10.00362414,Heredia-Heredia-Heredia 200 mts norte de la comandancia de Heredia,2,1,1,0,0
